Headline	Article	Publication	Reliability Range (Interactive MB)	Bias Range (Interactive MB)	Audience (Interactive MB)	MB/FC Slant	Rank Number	Date Recorded	Within 24 Hours?	Bipartisan Press Bias
PG&amp;E Will Bury 10000 Miles of Power Lines So They Don't Spark Wildfires	https://news.google.com/articles/CAIiENTmXfTBCc1ono6n9dFnTzcqFwgEKg4IACoGCAow9vBNMK3UCDCkvJYH?hl=en-US&amp;gl=US&amp;ceid=US:en&gl=US&ceid=US:en	NPR				Left-Center	8.0	July 21, 2021	True	-3.161991
As GOP supporters die of Covid, the party remains split in its vaccination message	https://news.google.com/articles/CAIiEDkil9M14H_lNt-EcllHmpcqGQgEKhAIACoHCAowvIaCCzDnxf4CMP2F8gU?hl=en-US&amp;gl=US&amp;ceid=US:en&gl=US&ceid=US:en	NBC News				Left-Center	9.0	July 21, 2021	True	3.284575
Ohio ‘incel’ accused of plotting to ‘slaughter’ women at Ohio university	https://news.google.com/articles/CAIiEMx5RCvhU2jmbvrK0rq8DO4qGQgEKhAIACoHCAowwL2ICzCckocDMKi4uQM?hl=en-US&amp;gl=US&amp;ceid=US:en&gl=US&ceid=US:en	Fox News				Right	10.0	July 21, 2021	True	13.663235
Monthly child tax credit payments may mean a big tax surprise in the spring for some parents	https://news.google.com/articles/CAIiEMCtMPl0OIlJpq9-6LXhq18qMwgEKioIACIQpzoRSNLEm6QR--MasMLSAioUCAoiEKc6EUjSxJukEfvjGrDC0gIw1anKBg?hl=en-US&amp;gl=US&amp;ceid=US:en&gl=US&ceid=US:en	CNN				Left	11.0	July 21, 2021	True	BADLINK
Thomas Barrack allegedly influenced Trump's words, actions on UAE and Qatar	https://news.google.com/articles/CAIiELmMn_5S6iu0ElnX1l4QMTAqGAgEKg8IACoHCAowjtSUCjC30XQwn6G5AQ?hl=en-US&amp;gl=US&amp;ceid=US:en&gl=US&ceid=US:en	The Washington Post				Left-Center	12.0	July 21, 2021	True	-6.864849
Runaway Dem calls for Texas mask mandate despite wearing none on super-spreader jet	https://news.google.com/articles/CAIiENk5G-MCAl8aADz9Ik2zF50qGAgEKg8IACoHCAowhK-LAjD4ySww69W0BQ?hl=en-US&amp;gl=US&amp;ceid=US:en&gl=US&ceid=US:en	New York Post				Right-Center	13.0	July 21, 2021	True	3.312559
Fauci says vaccinated people 'might want to consider' wearing masks indoors as delta variant surges in U.S.	https://news.google.com/articles/CAIiEGu0XVQV-85mXGrNLtNePVkqGQgEKhAIACoHCAow2Nb3CjDivdcCMP3ungY?hl=en-US&amp;gl=US&amp;ceid=US:en&gl=US&ceid=US:en	CNBC				Left-Center	14.0	July 21, 2021	True	0.200682
Missing JBLM lieutenant found dead near Mount St. Helens	https://news.google.com/articles/CAIiEAnyKk1g7lumqcozu8Ua8DgqGQgEKhAIACoHCAowy9mECzCqx4EDMMj6gwY?hl=en-US&amp;gl=US&amp;ceid=US:en&gl=US&ceid=US:en	Tacoma News Tribune				Left-Center	15.0	July 21, 2021	True	UNK
Violence flares in Haiti ahead of slain president's funeral QUARTIER-MORIN, Haiti	https://news.google.com/articles/CBMiS2h0dHBzOi8vYXBuZXdzLmNvbS9hcnRpY2xlL2NhcmliYmVhbi1oYWl0aS05MDM0OTgzNmM0NmY4NmEyZTk2ODQxZDM4ZGZjODYzNNIBAA?hl=en-US&amp;gl=US&amp;ceid=US:en&gl=US&ceid=US:en	Associated Press				Neutral	16.0	July 21, 2021	True	-3.202851
‘I’m not happy about it’: Dems torch Biden’s Russian pipeline deal	https://news.google.com/articles/CAIiEJX4aJZipwAs2x5tl0maKaEqGQgEKhAIACoHCAow4Zn5CjCu8uACMLTRlgY?hl=en-US&amp;gl=US&amp;ceid=US:en&gl=US&ceid=US:en	POLITICO				Left-Center	17.0	July 21, 2021	True	-3.590353
California recall has 46 candidates after last-minute jockeying	https://news.google.com/articles/CAIiEI_Qyf924t4r3OzMfC5-37UqGQgEKhAIACoHCAow4Zn5CjCu8uACMLTRlgY?hl=en-US&amp;gl=US&amp;ceid=US:en&gl=US&ceid=US:en	POLITICO				Left-Center	18.0	July 21, 2021	True	-1.968673
Brazen shoplifting spurs California law for organized thefts	https://news.google.com/articles/CAIiEEuUgHBNzvmqY_nWJ6dKBpYqGAgEKg8IACoHCAow2sz-ATDajxcw8cyYBg?hl=en-US&amp;gl=US&amp;ceid=US:en&gl=US&ceid=US:en	KCRA Sacramento				Neutral	19.0	July 21, 2021	True	-1.965243
Chinese government rejects WHO plan for second phase of Covid-19 origins study	https://news.google.com/articles/CAIiEIvO6oOieDYbvvahwolzIzAqMwgEKioIACIQpzoRSNLEm6QR--MasMLSAioUCAoiEKc6EUjSxJukEfvjGrDC0gIw1anKBg?hl=en-US&amp;gl=US&amp;ceid=US:en&gl=US&ceid=US:en	CNN				Left	20.0	July 21, 2021	True	BADLINK
Drug Distributors and J.&amp;J. Reach $26 Billion Deal to End Opioids Lawsuits	https://news.google.com/articles/CAIiEMcCkWB24xETHuellvW37HcqFwgEKg8IACoHCAowjuuKAzCWrzwwxe41?hl=en-US&amp;gl=US&amp;ceid=US:en&gl=US&ceid=US:en	The New York Times				Left-Center	21.0	July 21, 2021	True	-2.912769
Biden hints at coming CDC guidance recommending children younger than 12 to wear masks in school	https://news.google.com/articles/CBMiRWh0dHBzOi8vbmV3cy55YWhvby5jb20vYmlkZW4taGludHMtY29taW5nLWNkYy1ndWlkYW5jZS0wMDMzMDA0NTYuaHRtbNIBTWh0dHBzOi8vbmV3cy55YWhvby5jb20vYW1waHRtbC9iaWRlbi1oaW50cy1jb21pbmctY2RjLWd1aWRhbmNlLTAwMzMwMDQ1Ni5odG1s?hl=en-US&amp;gl=US&amp;ceid=US:en&gl=US&ceid=US:en	Yahoo News				Left-Center	22.0	July 21, 2021	True	1.611775
Alabama city leader won't quit after using racial slur	https://news.google.com/articles/CBMiV2h0dHBzOi8vYWJjbmV3cy5nby5jb20vUG9saXRpY3Mvd2lyZVN0b3J5L2FsYWJhbWEtY2l0eS1sZWFkZXItcXVpdC1yYWNpYWwtc2x1ci03ODk2Nzk0NtIBW2h0dHBzOi8vYWJjbmV3cy5nby5jb20vYW1wL1BvbGl0aWNzL3dpcmVTdG9yeS9hbGFiYW1hLWNpdHktbGVhZGVyLXF1aXQtcmFjaWFsLXNsdXItNzg5Njc5NDY?hl=en-US&amp;gl=US&amp;ceid=US:en&gl=US&ceid=US:en	ABC News				Left-Center	23.0	July 21, 2021	True	-3.658591
Republicans end first-ever veto session without overriding a single veto. Here's how it happened.	https://news.google.com/articles/CBMic2h0dHBzOi8vd3d3LnRoZWFkdm9jYXRlLmNvbS9iYXRvbl9yb3VnZS9uZXdzL3BvbGl0aWNzL2xlZ2lzbGF0dXJlL2FydGljbGVfNDU4YjA2NTgtZWE2Yy0xMWViLWIzMTctMjdmN2E4YjlkODRhLmh0bWzSAQA?hl=en-US&amp;gl=US&amp;ceid=US:en&gl=US&ceid=US:en	The Advocate				Left	24.0	July 21, 2021	True	2.792326
FBI agent in Whitmer kidnap plot arrested for assaulting wife after swingers party argument	https://news.google.com/articles/CCAiC19ETkcwR1J2SXVrmAEB?hl=en-US&amp;gl=US&amp;ceid=US:en&gl=US&ceid=US:en	FOX 2 Detroit				Unknown	25.0	July 21, 2021	True	LOWDATA
Thousands of Plumas County residents evacuate as Dixie Fire keeps burning	https://news.google.com/articles/CCAiC1BrMVJPbXpNbTNZmAEB?hl=en-US&amp;gl=US&amp;ceid=US:en&gl=US&ceid=US:en	KCRA News				Neutral	26.0	July 21, 2021	True	LOWDATA
Boy, 14, was killed and nine were injured in two shootings in Chicago within five minutes	https://news.google.com/articles/CAIiEFw-MJ747ntJXJYhxAotstIqGQgEKhAIACoHCAowzuOICzCZ4ocDMJ3joAY?hl=en-US&amp;gl=US&amp;ceid=US:en&gl=US&ceid=US:en	Daily Mail				Right	27.0	July 21, 2021	True	2.965761
DeSantis urges public to get vaccinated: These shots are 'saving lives' | TheHill	https://news.google.com/articles/CBMidGh0dHBzOi8vdGhlaGlsbC5jb20vaG9tZW5ld3Mvc3RhdGUtd2F0Y2gvNTY0MjQ5LWRlc2FudGlzLXVyZ2VzLXB1YmxpYy10by1nZXQtdmFjY2luYXRlZC10aGVzZS1zaG90cy1hcmUtc2F2aW5nLWxpdmVz0gF4aHR0cHM6Ly90aGVoaWxsLmNvbS9ob21lbmV3cy9zdGF0ZS13YXRjaC81NjQyNDktZGVzYW50aXMtdXJnZXMtcHVibGljLXRvLWdldC12YWNjaW5hdGVkLXRoZXNlLXNob3RzLWFyZS1zYXZpbmctbGl2ZXM_YW1w?hl=en-US&amp;gl=US&amp;ceid=US:en&gl=US&ceid=US:en	The Hill				Neutral	28.0	July 21, 2021	True	-0.432915
House Democrats' walkout could be impacted by Texas Supreme Court decision	https://news.google.com/articles/CAIiEF9fM9FOA6p6E-Z5_6Y8R4gqFwgEKg4IACoGCAow28c3MKzqBzD-0ZsD?hl=en-US&amp;gl=US&amp;ceid=US:en&gl=US&ceid=US:en	The Texas Tribune				Left-Center	29.0	July 21, 2021	True	-7.232405
Florida condo near building collapse site deemed structurally unsafe	https://news.google.com/articles/CAIiEL124QhGdlseJSO0Pxw_BoIqGAgEKg8IACoHCAowhK-LAjD4ySww69W0BQ?hl=en-US&amp;gl=US&amp;ceid=US:en&gl=US&ceid=US:en	New York Post				Right-Center	30.0	July 21, 2021	True	-0.224464
										ERROR
Mississippi asks Supreme Court to overturn Roe v. Wade	https://news.google.com/articles/CAIiELBPgK4Hwu83O7L4w-UToYMqGQgEKhAIACoHCAowvIaCCzDnxf4CMP2F8gU?hl=en-US&amp;gl=US&amp;ceid=US:en&gl=US&ceid=US:en	NBC News				Left-Center	1.0	July 22, 2021	True	-6.089576
‘Not Out of the Woods’: C.D.C. Issues Warning to the Unvaccinated	https://news.google.com/articles/CAIiEK1edh4nwSx10pnvqcbXJScqFwgEKg8IACoHCAowjuuKAzCWrzww9oEY?hl=en-US&amp;gl=US&amp;ceid=US:en&gl=US&ceid=US:en	The New York Times				Left-Center	2.0	July 22, 2021	True	-1.550194
The surreal lives of Arkansas nurses fighting Covid-19 inside the hospital and denial on the outside	https://news.google.com/articles/CAIiEOolhvQlIoFVfAVfwhHyq6cqMwgEKioIACIQpzoRSNLEm6QR--MasMLSAioUCAoiEKc6EUjSxJukEfvjGrDC0gIw1anKBg?hl=en-US&amp;gl=US&amp;ceid=US:en&gl=US&ceid=US:en	CNN				Left	3.0	July 22, 2021	True	BADLINK
Young kids are at low COVID risk in schools, but masking them could do long-term damage	https://news.google.com/articles/CAIiEJUmumtRrdUVTrwRk-ioQwIqGAgEKg8IACoHCAowhK-LAjD4ySww7NG0BQ?hl=en-US&amp;gl=US&amp;ceid=US:en&gl=US&ceid=US:en	New York Post				Right-Center	4.0	July 22, 2021	True	13.915175
Democratic Rep. Hank Johnson arrested by Capitol Police during protest	https://news.google.com/articles/CAIiEH-oHBIGnAZTLiw9LjAF0a0qGQgEKhAIACoHCAowwL2ICzCckocDMMaPqQY?hl=en-US&amp;gl=US&amp;ceid=US:en&gl=US&ceid=US:en	Fox News				Right	5.0	July 22, 2021	True	11.819392
Afghan interpreter for US Army was beheaded by Taliban. Others fear they will be hunted down too	https://news.google.com/articles/CAIiEJQrY7dehhARlhK-q6oB97MqMwgEKioIACIQpzoRSNLEm6QR--MasMLSAioUCAoiEKc6EUjSxJukEfvjGrDC0gIw1anKBg?hl=en-US&amp;gl=US&amp;ceid=US:en&gl=US&ceid=US:en	CNN				Left	6.0	July 22, 2021	True	BADLINK
Dems are 'not particularly pleased' with the Senate infrastructure deal. They'll back it anyway.	https://news.google.com/articles/CAIiEOXru7WL9p4MTGz2ZzR8GcgqGQgEKhAIACoHCAow4Zn5CjCu8uACMLTRlgY?hl=en-US&amp;gl=US&amp;ceid=US:en&gl=US&ceid=US:en	POLITICO				Left-Center	7.0	July 22, 2021	True	0.786185
Two shot as gunfire erupts in Washington, D.C., sending diners fleeing	https://news.google.com/articles/CAIiELsoAyeuLemPZlShaXBMC7cqGQgEKhAIACoHCAowvIaCCzDnxf4CMN2F8gU?hl=en-US&amp;gl=US&amp;ceid=US:en&gl=US&ceid=US:en	NBC News				Left-Center	8.0	July 22, 2021	True	1.229404
DeVos: Biden Education Dept 'as far left as they come' with promotion of radical 'anti-Whiteness' 'guide'	https://news.google.com/articles/CBMigAFodHRwczovL3d3dy5mb3huZXdzLmNvbS9tZWRpYS9kZXZvcy1iaWRlbi1lZHVjYXRpb24tZGVwdC1hcy1mYXItbGVmdC1hcy10aGV5LWNvbWUtd2l0aC1wcm9tb3Rpb24tb2YtcmFkaWNhbC1hbnRpLXdoaXRlbmVzcy1ndWlkZdIBhAFodHRwczovL3d3dy5mb3huZXdzLmNvbS9tZWRpYS9kZXZvcy1iaWRlbi1lZHVjYXRpb24tZGVwdC1hcy1mYXItbGVmdC1hcy10aGV5LWNvbWUtd2l0aC1wcm9tb3Rpb24tb2YtcmFkaWNhbC1hbnRpLXdoaXRlbmVzcy1ndWlkZS5hbXA?hl=en-US&amp;gl=US&amp;ceid=US:en&gl=US&ceid=US:en	Fox News				Right	9.0	July 22, 2021	True	9.525237
Hannity Makes Vax Stance 'Very Clear': 'I Never Told Anyone to Get a Vaccine!'	https://news.google.com/articles/CAIiEBvf6h28vkifCbVvaEoFQZoqFggEKg0IACoGCAow7s8BMNBIMOLBlgc?hl=en-US&amp;gl=US&amp;ceid=US:en&gl=US&ceid=US:en	The Daily Beast				Left	10.0	July 22, 2021	True	-8.721727
Trump PAC has not used any of the $75M its raised this year to help fund election audits: report | TheHill	https://news.google.com/articles/CBMidGh0dHBzOi8vdGhlaGlsbC5jb20vaG9tZW5ld3MvY2FtcGFpZ24vNTY0Mzg3LXRydW1wLXBhYy1oYXMtbm90LXVzZWQtYW55LW9mLXRoZS03NW0taXRzLXJhaXNlZC10aGlzLXllYXItdG8taGVscC1mdW5k0gF4aHR0cHM6Ly90aGVoaWxsLmNvbS9ob21lbmV3cy9jYW1wYWlnbi81NjQzODctdHJ1bXAtcGFjLWhhcy1ub3QtdXNlZC1hbnktb2YtdGhlLTc1bS1pdHMtcmFpc2VkLXRoaXMteWVhci10by1oZWxwLWZ1bmQ_YW1w?hl=en-US&amp;gl=US&amp;ceid=US:en&gl=US&ceid=US:en	The Hill				Neutral	11.0	July 22, 2021	True	-6.750686
New evacuations ordered as Fly Fire grows to 75 acres north of Quincy in Plumas County	https://news.google.com/articles/CBMiRWh0dHBzOi8va3JjcnR2LmNvbS9uZXdzL2xvY2FsL3NreS1maXJlLWJ1dHRlcmZseS12YWxsZXktcGx1bWFzLWNvdW50edIBSWh0dHBzOi8va3JjcnR2LmNvbS9hbXAvbmV3cy9sb2NhbC9za3ktZmlyZS1idXR0ZXJmbHktdmFsbGV5LXBsdW1hcy1jb3VudHk?hl=en-US&amp;gl=US&amp;ceid=US:en&gl=US&ceid=US:en	KRCRTV.COM				Unknown	12.0	July 22, 2021	True	LOWDATA
Florida, Missouri and Texas now account for 40% of new coronavirus cases in U.S.	https://news.google.com/articles/CAIiEHZUyYKae-e6kYBhesnwJ8QqGQgEKhAIACoHCAownvOTCzCHjqkDMLa6lAc?hl=en-US&amp;gl=US&amp;ceid=US:en&gl=US&ceid=US:en	Yahoo News				Left-Center	13.0	July 22, 2021	True	-3.097811
"Pelosi says other Republicans ""expressed their interest"" in January 6 select committee"	https://news.google.com/articles/CAIiEJmHpWJeQ152gNpojVvdcS8qGQgEKhAIACoHCAowyNj6CjDyiPICMK_dxAU?hl=en-US&amp;gl=US&amp;ceid=US:en&gl=US&ceid=US:en	CBS News				Left-Center	14.0	July 22, 2021	True	-0.792186
Lester Holt Reflects On Covering His 10th Olympics	https://news.google.com/articles/CCAiCzEtZXFEdkt5OE5rmAEB?hl=en-US&amp;gl=US&amp;ceid=US:en&gl=US&ceid=US:en	NBC News				Left-Center	15.0	July 22, 2021	True	LOWDATA
Biden on CNN Gets Smaller Audience Than Normal Night at Fox News	https://news.google.com/articles/CAIiEA49DM9FY99CUdcD8jZa7H8qGQgEKhAIACoHCAow4uzwCjCF3bsCMIrOrwM?hl=en-US&amp;gl=US&amp;ceid=US:en&gl=US&ceid=US:en	Bloomberg				Left-Center	16.0	July 22, 2021	True	CONSENT
Tennessee votes to remove bust of Confederate general, KKK Grand Wizard from Capitol | TheHill	https://news.google.com/articles/CBMic2h0dHBzOi8vdGhlaGlsbC5jb20vaG9tZW5ld3Mvc3RhdGUtd2F0Y2gvNTY0NDc5LXRlbm5lc3NlZS12b3Rlcy10by1yZW1vdmUtYnVzdC1vZi1jb25mZWRlcmF0ZS1nZW5lcmFsLWFuZC1ra2stZ3JhbmTSAXdodHRwczovL3RoZWhpbGwuY29tL2hvbWVuZXdzL3N0YXRlLXdhdGNoLzU2NDQ3OS10ZW5uZXNzZWUtdm90ZXMtdG8tcmVtb3ZlLWJ1c3Qtb2YtY29uZmVkZXJhdGUtZ2VuZXJhbC1hbmQta2trLWdyYW5kP2FtcA?hl=en-US&amp;gl=US&amp;ceid=US:en&gl=US&ceid=US:en	The Hill				Neutral	17.0	July 22, 2021	True	-2.183128
Delta variant is one of the most infectious respiratory diseases known, CDC director says	https://news.google.com/articles/CAIiEB13rTWmXF5qfZv7E72mJhgqGQgEKhAIACoHCAow2Nb3CjDivdcCMJ_5ngY?hl=en-US&amp;gl=US&amp;ceid=US:en&gl=US&ceid=US:en	CNBC				Left-Center	18.0	July 22, 2021	True	0.180763
Democrats continue to admonish FBI over handling of Kavanaugh complaints	https://news.google.com/articles/CAIiEP-H3Zlm33uITPU9nP5Ll_QqGAgEKg8IACoHCAowjtSUCjC30XQwzqe5AQ?hl=en-US&amp;gl=US&amp;ceid=US:en&gl=US&ceid=US:en	The Washington Post				Left-Center	19.0	July 22, 2021	True	-3.162986
Seagull hits teenage girl in face on NJ amusement park ride	https://news.google.com/articles/CAIiEEWVPoinRx_tcecf1_C96M8qGQgEKhAIACoHCAowwL2ICzCckocDMOSUqQY?hl=en-US&amp;gl=US&amp;ceid=US:en&gl=US&ceid=US:en	Fox News				Right	20.0	July 22, 2021	True	15.762836
Beto O’Rourke group raises $600,000 for Texas Democrats in DC: report	https://news.google.com/articles/CAIiEGYKydfErhicuQu-x5Pnyq0qGQgEKhAIACoHCAowwL2ICzCckocDMKi4uQM?hl=en-US&amp;gl=US&amp;ceid=US:en&gl=US&ceid=US:en	Fox News				Right	21.0	July 22, 2021	True	11.86688
Fact check: Rep. Eric Swalwell falsely says Mitch McConnell only got 'serious' about Covid-19 vaccines after Monday stock market dip	https://news.google.com/articles/CAIiEOPV499PKzZCM0QVEQob8foqMwgEKioIACIQpzoRSNLEm6QR--MasMLSAioUCAoiEKc6EUjSxJukEfvjGrDC0gIw1anKBg?hl=en-US&amp;gl=US&amp;ceid=US:en&gl=US&ceid=US:en	CNN				Left	22.0	July 22, 2021	True	BADLINK
Dr. Angela Dunn urges parents to put face masks on their kids indoors	https://news.google.com/articles/CBMiPGh0dHBzOi8vd3d3LnNsdHJpYi5jb20vbmV3cy8yMDIxLzA3LzIyL2RyLWFuZ2VsYS1kdW5uLXVyZ2VzL9IBAA?hl=en-US&amp;gl=US&amp;ceid=US:en&gl=US&ceid=US:en	Salt Lake Tribune				Left-Center	23.0	July 22, 2021	True	-1.736958
CDC director stands firm on mask guidance, calls it 'individual choice' for vaccinated to wear one	https://news.google.com/articles/CBMiaWh0dHBzOi8vYWJjbmV3cy5nby5jb20vUG9saXRpY3MvY2RjLWRpcmVjdG9yLXN0YW5kcy1maXJtLW1hc2stZ3VpZGFuY2UtY2FsbHMtaW5kaXZpZHVhbC9zdG9yeT9pZD03ODk5MDY5MtIBbWh0dHBzOi8vYWJjbmV3cy5nby5jb20vYW1wL1BvbGl0aWNzL2NkYy1kaXJlY3Rvci1zdGFuZHMtZmlybS1tYXNrLWd1aWRhbmNlLWNhbGxzLWluZGl2aWR1YWwvc3Rvcnk_aWQ9Nzg5OTA2OTI?hl=en-US&amp;gl=US&amp;ceid=US:en&gl=US&ceid=US:en	ABC News				Left-Center	24.0	July 22, 2021	True	-0.283291
Bootleg Fire is burning up carbon offsets	https://news.google.com/articles/CAIiEAeFrEXyVsJcsd66T995LhMqMwgEKioIACIQpzoRSNLEm6QR--MasMLSAioUCAoiEKc6EUjSxJukEfvjGrDC0gIw1anKBg?hl=en-US&amp;gl=US&amp;ceid=US:en&gl=US&ceid=US:en	CNN				Left	25.0	July 22, 2021	True	BADLINK
Kay Ivey tells Alabamians to get vaccinated: ‘I can’t make you take care of yourself’	https://news.google.com/articles/CAIiEA50Q_DlBTRtI55bHGUJbHUqGQgEKhAIACoHCAowzqT_CjCltPgCMIG_ngY?hl=en-US&amp;gl=US&amp;ceid=US:en&gl=US&ceid=US:en	AL.com				Unknown	26.0	July 22, 2021	True	0.444102
Coast Guard rescues bear-attack survivor thanks to ‘SOS’ on roof of shack	https://news.google.com/articles/CAIiEGoMgpP51zJ-Xy5gEx2b1CUqGQgEKhAIACoHCAowwL2ICzCckocDMP2lqQY?hl=en-US&amp;gl=US&amp;ceid=US:en&gl=US&ceid=US:en	Fox News				Right	27.0	July 22, 2021	True	-1.78828
Police release frantic 911 call from Murdaugh murders	https://news.google.com/articles/CAIiEEdFV-fYmdUoytH6mJOu6LIqGAgEKg8IACoHCAowhK-LAjD4ySww-9S0BQ?hl=en-US&amp;gl=US&amp;ceid=US:en&gl=US&ceid=US:en	New York Post				Right-Center	28.0	July 22, 2021	True	0.086049
Biden condemns crackdown on protesters, orders sanctions against head of Cuban military	https://news.google.com/articles/CAIiEPNfckSQz56tIe763d462OkqGQgEKhAIACoHCAow3oP-CjCIx_YCMMq63AU?hl=en-US&amp;gl=US&amp;ceid=US:en&gl=US&ceid=US:en	Miami Herald				Left-Center	29.0	July 22, 2021	True	UNK
Former Adviser On Biden's Pandemic Response Team Discusses The Rise In COVID-19 Cases	https://news.google.com/articles/CBMiemh0dHBzOi8vd3d3Lm5wci5vcmcvMjAyMS8wNy8yMi8xMDE5NDEzMTkxL2Zvcm1lci1hZHZpc2VyLW9uLWJpZGVucy1wYW5kZW1pYy1yZXNwb25zZS10ZWFtLWRpc2N1c3Nlcy10aGUtcmlzZS1pbi1jb3ZpZC0xOS1j0gEA?hl=en-US&amp;gl=US&amp;ceid=US:en&gl=US&ceid=US:en	NPR				Left-Center	30.0	July 22, 2021	True	-2.278276
										ERROR
Search for bodies in Florida condo collapse ends, with death toll at 97	https://news.google.com/articles/CAIiEKYqLM3PxS4yT-ScZwrW-XkqFggEKg4IACoGCAowl6p7MN-zCTDlkko?hl=en-US&amp;gl=US&amp;ceid=US:en&gl=US&ceid=US:en	The Guardian				Left-Center	1.0	July 23, 2021	True	-3.066381
Alabama Gov. Kay Ivey calls out unvaccinated residents for 'choosing a horrible lifestyle'	https://news.google.com/articles/CAIiEHXYOhWJT6weYszg341hnF4qGAgEKg8IACoHCAowhK-LAjD4ySww-9S0BQ?hl=en-US&amp;gl=US&amp;ceid=US:en&gl=US&ceid=US:en	New York Post				Right-Center	2.0	July 23, 2021	True	-0.245395
Congressman. McClintock requests State of Emergency declaration for Tamarack Fire	https://news.google.com/articles/CAIiEDCwZ2kgYf6N5Kob-e34e_sqGQgEKhAIACoHCAow_tv9CjDL3PUCMJW91wU?hl=en-US&amp;gl=US&amp;ceid=US:en&gl=US&ceid=US:en	SF Gate				Left-Center	3.0	July 23, 2021	True	-2.27384
China sanctions Wilbur Ross, others in response to U.S. warnings on Hong Kong	https://news.google.com/articles/CAIiEM8h8BdNAhTdJNStKNJDbUIqGQgEKhAIACoHCAow4Zn5CjCu8uACMLTRlgY?hl=en-US&amp;gl=US&amp;ceid=US:en&gl=US&ceid=US:en	POLITICO				Left-Center	4.0	July 23, 2021	True	-2.825989
Missouri attorney general says he will sue to stop mask mandate in St. Louis, St. Louis County	https://news.google.com/articles/CBMioAFodHRwczovL3d3dy5rc2RrLmNvbS9hcnRpY2xlL25ld3MvaGVhbHRoL2Nvcm9uYXZpcnVzL21pc3NvdXJpLWF0dG9ybmV5LWdlbmVyYWwtc3VlLW1hc2stbWFuZGF0ZS1zdC1sb3Vpcy1zdC1sb3Vpcy1jb3VudHkvNjMtYjA2ZWZiYjAtZWE4Ny00ZjBiLTkyYTUtM2U1NjVhNjI3MDNi0gGkAWh0dHBzOi8vd3d3LmtzZGsuY29tL2FtcC9hcnRpY2xlL25ld3MvaGVhbHRoL2Nvcm9uYXZpcnVzL21pc3NvdXJpLWF0dG9ybmV5LWdlbmVyYWwtc3VlLW1hc2stbWFuZGF0ZS1zdC1sb3Vpcy1zdC1sb3Vpcy1jb3VudHkvNjMtYjA2ZWZiYjAtZWE4Ny00ZjBiLTkyYTUtM2U1NjVhNjI3MDNi?hl=en-US&amp;gl=US&amp;ceid=US:en&gl=US&ceid=US:en	KSDK.com				Unknown	5.0	July 23, 2021	True	2.21207
U.S. Drops Visa Fraud Cases Against Five Chinese Researchers	https://news.google.com/articles/CAIiEOThCYlMvvz7R6ZPRkbokPkqGAgEKg8IACoHCAow1tzJATDnyxUww8rPBg?hl=en-US&amp;gl=US&amp;ceid=US:en&gl=US&ceid=US:en	The Wall Street Journal				Right-Center	6.0	July 23, 2021	True	LOWDATA
New technology propels efforts to fight Western wildfires	https://news.google.com/articles/CBMigwFodHRwczovL2FwbmV3cy5jb20vYXJ0aWNsZS90ZWNobm9sb2d5LXNjaWVuY2UtZ292ZXJubWVudC1hbmQtcG9saXRpY3MtZmlyZXMtZW52aXJvbm1lbnQtYW5kLW5hdHVyZS0xZDQxM2ExMGZiN2Q2OWJhZGQ2NDMwY2VhNGE1MDgyNdIBAA?hl=en-US&amp;gl=US&amp;ceid=US:en&gl=US&ceid=US:en	Associated Press				Neutral	7.0	July 23, 2021	True	-1.602664
Gaetz case takes bizarre tabloid turn	https://news.google.com/articles/CAIiELvylW0UtwRAPZBFsbWe_VAqGQgEKhAIACoHCAow4Zn5CjCu8uACMLTRlgY?hl=en-US&amp;gl=US&amp;ceid=US:en&gl=US&ceid=US:en	POLITICO				Left-Center	8.0	July 23, 2021	True	-0.541346
So there's that': Arizona senator fires back after Donald Trump rips him for opposing audit	https://news.google.com/articles/CAIiEOm1Z1PItdPsfBr65nzPkz4qGQgEKhAIACoHCAowtv3_CjCSposDMMX54gU?hl=en-US&amp;gl=US&amp;ceid=US:en&gl=US&ceid=US:en	The Arizona Republic				Left-Center	9.0	July 23, 2021	True	-4.634936
Rep. Eric Swalwell posted a heated text exchange with Tucker Carlson	https://news.google.com/articles/CAIiENtggxnQHbPRlYVneB86NtEqLggEKiUIACIbd3d3LmJ1c2luZXNzaW5zaWRlci5jb20vc2FpKgQICjAMMJzw5wE?hl=en-US&amp;gl=US&amp;ceid=US:en&gl=US&ceid=US:en	Business Insider				Left-Center	10.0	July 23, 2021	True	0.915228
US set for punishing temperatures as huge ‘heat dome’ to settle over country	https://news.google.com/articles/CAIiELAuiR-0C2YxENTlghsH_igqFggEKg4IACoGCAowl6p7MN-zCTCtvxU?hl=en-US&amp;gl=US&amp;ceid=US:en&gl=US&ceid=US:en	The Guardian				Left-Center	11.0	July 23, 2021	True	-4.237908
California wildfire smoke moves into Sacramento Valley	https://news.google.com/articles/CAIiEBeIbRumlDLK3Cp3m60tg3kqGAgEKg8IACoHCAow2sz-ATDajxcw8cyYBg?hl=en-US&amp;gl=US&amp;ceid=US:en&gl=US&ceid=US:en	KCRA Sacramento				Neutral	12.0	July 23, 2021	True	0.81862
